polling_firm	variable	value	date	wikidata_id
SWG	LeU	2.3	2018-09-10	Q44929224
EMG	LeU	2.8	2018-09-09	Q44929224
Scenari Politici – Winpoll	LeU	2.3	2018-09-07	Q44929224
Gpf	LeU	2.5	2018-09-06	Q44929224
Noto	LeU	3.5	2018-09-06	Q44929224
Tecnè	LeU	2	2018-09-06	Q44929224
Ipsos	LeU	2.4	2018-09-06	Q44929224
Tecnè	LeU	1.8	2018-09-04	Q44929224
SWG	LeU	2.4	2018-09-03	Q44929224
Bidimedia	LeU	3	2018-09-02	Q44929224
Lorien	LeU	3.7	2018-08-27	Q44929224
SWG	LeU	2.4	2018-07-30	Q44929224
Demopolis	LeU	2.6	2018-07-25	Q44929224
Ixè	LeU	2.6	2018-07-23	Q44929224
SWG	LeU	2.6	2018-07-23	Q44929224
Ipsos	LeU	2.5	2018-07-18	Q44929224
Lorien	LeU	3.7	2018-07-17	Q44929224
SWG	LeU	2.5	2018-07-16	Q44929224
Bidimedia	LeU	2.8	2018-07-13	Q44929224
Termometro Politico	LeU	2	2018-07-13	Q44929224
Piepoli	LeU	2	2018-07-09	Q44929224
SWG	LeU	2.3	2018-07-09	Q44929224
EMG	LeU	3.5	2018-07-08	Q44929224
SWG	LeU	2.7	2018-07-02	Q44929224
Ipsos	LeU	2.3	2018-06-27	Q44929224
Piepoli	LeU	2	2018-06-25	Q44929224
SWG	LeU	2.4	2018-06-25	Q44929224
EMG	LeU	3.4	2018-06-24	Q44929224
Bidimedia	LeU	2.3	2018-06-24	Q44929224
Tecnè	LeU	2.9	2018-06-20	Q44929224
Lorien	LeU	3	2018-06-20	Q44929224
Demopolis	LeU	2.5	2018-06-20	Q44929224
Euromedia	LeU	3	2018-06-20	Q44929224
Noto	LeU	3	2018-06-19	Q44929224
Piepoli	LeU	2	2018-06-19	Q44929224
SWG	LeU	2.2	2018-06-18	Q44929224
Ixè	LeU	3	2018-06-16	Q44929224
Termometro Politico	LeU	2.3	2018-06-15	Q44929224
Ipsos	LeU	2.6	2018-06-13	Q44929224
Euromedia	LeU	2.3	2018-06-13	Q44929224
Tecnè	LeU	3.1	2018-06-12	Q44929224
Piepoli	LeU	1.5	2018-06-12	Q44929224
SWG	LeU	2.3	2018-06-11	Q44929224
Index	LeU	2.2	2018-06-06	Q44929224
Piepoli	LeU	1.5	2018-06-04	Q44929224
SWG	LeU	2.3	2018-06-04	Q44929224
EMG	LeU	3.6	2018-06-03	Q44929224
Ipsos	LeU	3.1	2018-05-31	Q44929224
Index	LeU	1.9	2018-05-31	Q44929224
Termometro Politico	LeU	1.6	2018-05-31	Q44929224
Demopolis	LeU	3	2018-05-30	Q44929224
Piepoli	LeU	1.5	2018-05-29	Q44929224
Euromedia	LeU	2.1	2018-05-29	Q44929224
Tecnè	LeU	3	2018-05-29	Q44929224
Noto	LeU	3.5	2018-05-28	Q44929224
Bidimedia	LeU	2.3	2018-05-28	Q44929224
SWG	LeU	2.7	2018-05-28	Q44929224
EMG	LeU	3.7	2018-05-24	Q44929224
Index	LeU	2.1	2018-05-23	Q44929224
Demopolis	LeU	2.7	2018-05-23	Q44929224
Noto	LeU	2.5	2018-05-22	Q44929224
SWG	LeU	2.6	2018-05-20	Q44929224
Demos	LeU	2.8	2018-05-18	Q44929224
Tecnè	LeU	2.8	2018-05-18	Q44929224
Piepoli	LeU	2	2018-05-17	Q44929224
Ipsos	LeU	2.4	2018-05-17	Q44929224
EMG	LeU	3.7	2018-05-17	Q44929224
Index	LeU	2.1	2018-05-16	Q44929224
Euromedia	LeU	3	2018-05-16	Q44929224
Noto	LeU	2.5	2018-05-15	Q44929224
SWG	LeU	2.8	2018-05-13	Q44929224
Ixè	LeU	3.4	2018-05-11	Q44929224
Piepoli	LeU	2.5	2018-05-10	Q44929224
Demopolis	LeU	2.8	2018-05-10	Q44929224
Euromedia	LeU	2.9	2018-05-10	Q44929224
EMG	LeU	4.3	2018-05-10	Q44929224
Tecnè	LeU	3.1	2018-05-08	Q44929224
Piepoli	LeU	2.5	2018-05-07	Q44929224
Tecnè	LeU	3	2018-05-06	Q44929224
SWG	LeU	3	2018-05-06	Q44929224
Noto	LeU	2.5	2018-05-04	Q44929224
EMG	LeU	3.9	2018-05-03	Q44929224
Ipsos	LeU	2.8	2018-05-03	Q44929224
Piepoli	LeU	2.5	2018-05-02	Q44929224
Index	LeU	2	2018-05-02	Q44929224
Tecnè	LeU	3.3	2018-04-30	Q44929224
Piepoli	LeU	2.5	2018-04-30	Q44929224
Euromedia	LeU	3.1	2018-04-30	Q44929224
Bidimedia	LeU	2.4	2018-04-30	Q44929224
Demos	LeU	3	2018-04-27	Q44929224
EMG	LeU	3.2	2018-04-26	Q44929224
SWG	LeU	2.8	2018-04-25	Q44929224
Piepoli	LeU	2	2018-04-23	Q44929224
Tecnè	LeU	2.8	2018-04-20	Q44929224
Ipsos	LeU	2.7	2018-04-19	Q44929224
Index	LeU	2	2018-04-18	Q44929224
SWG	LeU	2.4	2018-04-18	Q44929224
Noto	LeU	2.5	2018-04-17	Q44929224
Piepoli	LeU	2	2018-04-16	Q44929224
Euromedia	LeU	3	2018-04-13	Q44929224
Index	LeU	2	2018-04-11	Q44929224
Ixè	LeU	3.6	2018-04-11	Q44929224
SWG	LeU	2.7	2018-04-11	Q44929224
Euromedia	LeU	3.1	2018-04-09	Q44929224
Piepoli	LeU	2	2018-04-09	Q44929224
Index	LeU	2	2018-04-05	Q44929224
SWG	LeU	2.5	2018-04-04	Q44929224
Tecnè	LeU	2.4	2018-04-03	Q44929224
Demopolis	LeU	3	2018-04-03	Q44929224
Euromedia	LeU	3.2	2018-03-28	Q44929224
Piepoli	LeU	2.5	2018-03-28	Q44929224
Index	LeU	2	2018-03-28	Q44929224
Ipsos	LeU	3	2018-03-28	Q44929224
SWG	LeU	2.6	2018-03-28	Q44929224
Bidimedia	LeU	3	2018-03-25	Q44929224
Index	LeU	2.1	2018-03-21	Q44929224
SWG	LeU	2.4	2018-03-21	Q44929224
Tecnè	LeU	2.5	2018-03-20	Q44929224
Piepoli	LeU	3	2018-03-19	Q44929224
Euromedia	LeU	3.3	2018-03-19	Q44929224
Demos	LeU	4.2	2018-03-15	Q44929224
SWG	LeU	2.8	2018-03-14	Q44929224
Piepoli	LeU	3	2018-03-12	Q44929224
Termometro Politico	LeU	5.3	2018-02-16	Q44929224
Demopolis	LeU	6	2018-02-15	Q44929224
Euromedia	LeU	5.8	2018-02-14	Q44929224
Piepoli	LeU	6	2018-02-14	Q44929224
Demos	LeU	6.1	2018-02-14	Q44929224
Ixè	LeU	6	2018-02-14	Q44929224
Index	LeU	5.9	2018-02-14	Q44929224
SWG	LeU	5.9	2018-02-14	Q44929224
Demetra	LeU	5.3	2018-02-14	Q44929224
IPR	LeU	4.5	2018-02-13	Q44929224
Piepoli	LeU	6	2018-02-13	Q44929224
Tecnè	LeU	5.3	2018-02-13	Q44929224
Euromedia	LeU	6.1	2018-02-12	Q44929224
Bidimedia	LeU	4.6	2018-02-12	Q44929224
EMG	LeU	5.2	2018-02-11	Q44929224
Lorien	LeU	5	2018-02-11	Q44929224
SWG	LeU	6.5	2018-02-08	Q44929224
Index	LeU	6	2018-02-08	Q44929224
Demopolis	LeU	5.8	2018-02-08	Q44929224
Termometro Politico	LeU	5.3	2018-02-08	Q44929224
Tecnè	LeU	5.7	2018-02-07	Q44929224
Ixè	LeU	6.5	2018-02-07	Q44929224
Piepoli	LeU	6.5	2018-02-05	Q44929224
EMG	LeU	5.4	2018-02-04	Q44929224
Bidimedia	LeU	5	2018-02-02	Q44929224
Termometro Politico	LeU	5.6	2018-02-02	Q44929224
Euromedia	LeU	5.7	2018-02-01	Q44929224
Index	LeU	6.3	2018-02-01	Q44929224
Piepoli	LeU	6.5	2018-02-01	Q44929224
EMG	LeU	5.3	2018-02-01	Q44929224
Ixè	LeU	7.3	2018-02-01	Q44929224
SWG	LeU	6	2018-01-31	Q44929224
Tecnè	LeU	6.2	2018-01-29	Q44929224
Demopolis	LeU	6	2018-01-29	Q44929224
EMG	LeU	5.7	2018-01-28	Q44929224
Euromedia	LeU	6	2018-01-25	Q44929224
Index	LeU	6.5	2018-01-25	Q44929224
Piepoli	LeU	7	2018-01-25	Q44929224
Ixè	LeU	7	2018-01-25	Q44929224
Ipsos	LeU	6.1	2018-01-24	Q44929224
SWG	LeU	6.4	2018-01-24	Q44929224
Tecnè	LeU	6.3	2018-01-23	Q44929224
Lorien	LeU	5.9	2018-01-22	Q44929224
IPR	LeU	6	2018-01-22	Q44929224
Tecnè	LeU	6.2	2018-01-22	Q44929224
EMG	LeU	6.1	2018-01-21	Q44929224
Ixè	LeU	7.4	2018-01-19	Q44929224
Index	LeU	6.5	2018-01-17	Q44929224
SWG	LeU	6.8	2018-01-17	Q44929224
Piepoli	LeU	7	2018-01-15	Q44929224
Euromedia	LeU	6	2018-01-15	Q44929224
EMG	LeU	6	2018-01-14	Q44929224
Demopolis	LeU	6.5	2018-01-11	Q44929224
Ipsos	LeU	6.4	2018-01-11	Q44929224
EMG	LeU	5.8	2018-01-11	Q44929224
Ixè	LeU	7	2018-01-10	Q44929224
Index	LeU	6.2	2018-01-10	Q44929224
SWG	LeU	6.8	2018-01-10	Q44929224
IPR	LeU	5	2018-01-09	Q44929224
Bidimedia	LeU	5.9	2018-01-09	Q44929224
Tecnè	LeU	6.7	2018-01-08	Q44929224
Demopolis	LeU	7	2018-01-08	Q44929224
EMG	LeU	5.6	2018-01-07	Q44929224
Gpf	+E	1.9	2018-12-30	Q47090559
Ipsos	+E	2.4	2018-12-21	Q47090559
Ixè	+E	2.1	2018-12-21	Q47090559
Bidimedia	+E	3.4	2018-12-21	Q47090559
Lorien	+E	1.8	2018-12-20	Q47090559
Cise	+E	3.8	2018-12-19	Q47090559
EMG	+E	2.1	2018-12-18	Q47090559
SWG	+E	2.8	2018-12-17	Q47090559
Quorum – YouTrend	+E	2.1	2018-12-14	Q47090559
Demos & Pi	+E	2.5	2018-12-14	Q47090559
Index	+E	2.3	2018-12-12	Q47090559
Gpf	+E	1.8	2018-12-12	Q47090559
EMG	+E	2.2	2018-12-11	Q47090559
Piepoli	+E	2	2018-12-10	Q47090559
Euromedia	+E	3.3	2018-12-10	Q47090559
SWG	+E	3	2018-12-10	Q47090559
Index	+E	2.3	2018-12-06	Q47090559
EMG	+E	2.2	2018-12-04	Q47090559
SWG	+E	2.8	2018-12-03	Q47090559
Index	+E	2.3	2018-11-28	Q47090559
EMG	+E	2.1	2018-11-27	Q47090559
Noto	+E	2.5	2018-11-27	Q47090559
SWG	+E	2.8	2018-11-26	Q47090559
Scenari Politici – Winpoll	+E	2.7	2018-11-24	Q47090559
Lorien	+E	2.1	2018-11-23	Q47090559
Ipsos	+E	2.1	2018-11-22	Q47090559
Bidimedia	+E	2.5	2018-11-22	Q47090559
Index	+E	2.3	2018-11-21	Q47090559
EMG	+E	1.7	2018-11-20	Q47090559
Noto	+E	2.5	2018-11-20	Q47090559
SWG	+E	3	2018-11-19	Q47090559
Index	+E	2.3	2018-11-14	Q47090559
EMG	+E	1.7	2018-11-13	Q47090559
Index	+E	2.3	2018-11-14	Q47090559
Noto	+E	2.5	2018-11-13	Q47090559
Piepoli	+E	2	2018-11-12	Q47090559
Euromedia	+E	2.5	2018-11-12	Q47090559
Scenari Politici – Winpoll	+E	2.5	2018-11-12	Q47090559
SWG	+E	2.7	2018-11-12	Q47090559
Ixè	+E	2.9	2018-11-09	Q47090559
Index	+E	2.3	2018-11-08	Q47090559
Noto	+E	2.5	2018-11-06	Q47090559
SWG	+E	2.6	2018-11-05	Q47090559
Index	+E	2.2	2018-10-31	Q47090559
Ipsos	+E	2.7	2018-10-31	Q47090559
Demos	+E	2.3	2018-10-31	Q47090559
Gpf	+E	1.9	2018-10-29	Q47090559
SWG	+E	2.7	2018-10-29	Q47090559
Scenari Politici – Winpoll	+E	2.6	2018-10-27	Q47090559
Ixè	+E	2.2	2018-10-26	Q47090559
Bidimedia	+E	2.6	2018-10-26	Q47090559
Index	+E	2.1	2018-10-25	Q47090559
Noto	+E	2	2018-10-23	Q47090559
SWG	+E	2.7	2018-10-22	Q47090559
EMG	+E	1.5	2018-10-21	Q47090559
Euromedia	+E	2.6	2018-10-17	Q47090559
Piepoli	+E	2	2018-10-17	Q47090559
Noto	+E	2	2018-10-16	Q47090559
Gpf	+E	2.1	2018-10-15	Q47090559
SWG	+E	2.6	2018-10-15	Q47090559
Scenari Politici – Winpoll	+E	2.4	2018-10-13	Q47090559
Demopolis	+E	2	2018-10-12	Q47090559
Ixè	+E	2.5	2018-10-12	Q47090559
Noto	+E	2	2018-10-09	Q47090559
SWG	+E	2.7	2018-10-08	Q47090559
EMG	+E	1.5	2018-10-07	Q47090559
Ipsos	+E	1.9	2018-10-04	Q47090559
Piepoli	+E	2	2018-10-01	Q47090559
Euromedia	+E	2	2018-10-01	Q47090559
Gpf	+E	2.2	2018-10-01	Q47090559
SWG	+E	2.6	2018-10-01	Q47090559
Ipsos	+E	2.3	2018-09-28	Q47090559
Bidimedia	+E	2.4	2018-09-28	Q47090559
Index	+E	2	2018-09-26	Q47090559
Noto	+E	2	2018-09-25	Q47090559
SWG	+E	2.5	2018-09-24	Q47090559
Gpf	+E	2.2	2018-09-23	Q47090559
EMG	+E	1.2	2018-09-23	Q47090559
Scenari Politici – Winpoll	+E	2.1	2018-09-22	Q47090559
Ixè	+E	2.6	2018-09-21	Q47090559
Ipsos	+E	2.1	2018-09-20	Q47090559
Index	+E	2	2018-09-19	Q47090559
Noto	+E	1.5	2018-09-18	Q47090559
Piepoli	+E	2	2018-09-17	Q47090559
Euromedia	+E	2.2	2018-09-17	Q47090559
Gpf	+E	1.9	2018-09-17	Q47090559
SWG	+E	2.6	2018-09-17	Q47090559
Demos	+E	2.6	2018-09-13	Q47090559
Noto	+E	1.5	2018-09-11	Q47090559
Piepoli	+E	2	2018-09-10	Q47090559
Euromedia	+E	2	2018-09-10	Q47090559
SWG	+E	2.4	2018-09-10	Q47090559
EMG	+E	1.6	2018-09-09	Q47090559
Scenari Politici – Winpoll	+E	1.9	2018-09-07	Q47090559
Gpf	+E	1.6	2018-09-06	Q47090559
Noto	+E	1	2018-09-06	Q47090559
Ipsos	+E	2.4	2018-09-06	Q47090559
SWG	+E	2.6	2018-09-03	Q47090559
Bidimedia	+E	2.4	2018-09-02	Q47090559
Lorien	+E	2.5	2018-08-27	Q47090559
SWG	+E	2.1	2018-07-30	Q47090559
Ixè	+E	2.3	2018-07-23	Q47090559
SWG	+E	1.9	2018-07-23	Q47090559
Ipsos	+E	2.8	2018-07-18	Q47090559
Lorien	+E	2	2018-07-17	Q47090559
SWG	+E	1.8	2018-07-16	Q47090559
Bidimedia	+E	2.1	2018-07-13	Q47090559
Termometro Politico	+E	1.9	2018-07-13	Q47090559
Piepoli	+E	2	2018-07-09	Q47090559
SWG	+E	2.3	2018-07-09	Q47090559
EMG	+E	1.6	2018-07-08	Q47090559
SWG	+E	2.1	2018-07-02	Q47090559
Ipsos	+E	2.8	2018-06-27	Q47090559
Piepoli	+E	2	2018-06-25	Q47090559
SWG	+E	1.7	2018-06-25	Q47090559
EMG	+E	1.9	2018-06-24	Q47090559
Bidimedia	+E	1.7	2018-06-24	Q47090559
Lorien	+E	1.6	2018-06-20	Q47090559
Euromedia	+E	1.8	2018-06-20	Q47090559
Noto	+E	2	2018-06-19	Q47090559
Piepoli	+E	2	2018-06-19	Q47090559
SWG	+E	2	2018-06-18	Q47090559
Ixè	+E	2	2018-06-16	Q47090559
Termometro Politico	+E	1.8	2018-06-15	Q47090559
Ipsos	+E	2	2018-06-13	Q47090559
Euromedia	+E	1.8	2018-06-13	Q47090559
Piepoli	+E	2	2018-06-12	Q47090559
SWG	+E	1.9	2018-06-11	Q47090559
Piepoli	+E	2	2018-06-04	Q47090559
SWG	+E	2.2	2018-06-04	Q47090559
EMG	+E	1.6	2018-06-03	Q47090559
Ipsos	+E	2	2018-05-31	Q47090559
Termometro Politico	+E	1.5	2018-05-31	Q47090559
Piepoli	+E	1.5	2018-05-29	Q47090559
Euromedia	+E	2	2018-05-29	Q47090559
Noto	+E	2	2018-05-28	Q47090559
Bidimedia	+E	1.8	2018-05-28	Q47090559
SWG	+E	2.4	2018-05-28	Q47090559
EMG	+E	1.4	2018-05-24	Q47090559
Noto	+E	2.5	2018-05-22	Q47090559
SWG	+E	1.8	2018-05-20	Q47090559
Demos	+E	2.5	2018-05-18	Q47090559
Piepoli	+E	1.5	2018-05-17	Q47090559
Ipsos	+E	1.8	2018-05-17	Q47090559
EMG	+E	1.5	2018-05-17	Q47090559
Euromedia	+E	1.6	2018-05-16	Q47090559
Noto	+E	2	2018-05-15	Q47090559
SWG	+E	1.8	2018-05-13	Q47090559
Ixè	+E	1.8	2018-05-11	Q47090559
Piepoli	+E	1.5	2018-05-10	Q47090559
Euromedia	+E	1.6	2018-05-10	Q47090559
EMG	+E	1.5	2018-05-10	Q47090559
Piepoli	+E	1.5	2018-05-07	Q47090559
SWG	+E	1.5	2018-05-06	Q47090559
EMG	+E	1.4	2018-05-03	Q47090559
Ipsos	+E	2.2	2018-05-03	Q47090559
Piepoli	+E	2	2018-05-02	Q47090559
Piepoli	+E	2	2018-04-30	Q47090559
Euromedia	+E	2.2	2018-04-30	Q47090559
Bidimedia	+E	2	2018-04-30	Q47090559
Demos	+E	2.1	2018-04-27	Q47090559
EMG	+E	1.3	2018-04-26	Q47090559
SWG	+E	1.7	2018-04-25	Q47090559
Piepoli	+E	2	2018-04-23	Q47090559
Ipsos	+E	2.2	2018-04-19	Q47090559
SWG	+E	2	2018-04-18	Q47090559
Noto	+E	1.5	2018-04-17	Q47090559
Piepoli	+E	2	2018-04-16	Q47090559
Euromedia	+E	2	2018-04-13	Q47090559
Ixè	+E	1.4	2018-04-11	Q47090559
SWG	+E	1.8	2018-04-11	Q47090559
Euromedia	+E	2.2	2018-04-09	Q47090559
Piepoli	+E	2	2018-04-09	Q47090559
SWG	+E	1.8	2018-04-04	Q47090559
Tecnè	+E	1.9	2018-04-03	Q47090559
Euromedia	+E	1.4	2018-03-28	Q47090559
Piepoli	+E	2	2018-03-28	Q47090559
Ipsos	+E	2.3	2018-03-28	Q47090559
SWG	+E	2	2018-03-28	Q47090559
Bidimedia	+E	1.9	2018-03-25	Q47090559
SWG	+E	1.7	2018-03-21	Q47090559
Tecnè	+E	2.2	2018-03-20	Q47090559
Piepoli	+E	2	2018-03-19	Q47090559
Euromedia	+E	1.6	2018-03-19	Q47090559
Demos	+E	2.2	2018-03-15	Q47090559
SWG	+E	1.7	2018-03-14	Q47090559
Piepoli	+E	2.5	2018-03-12	Q47090559
Termometro Politico	+E	2.8	2018-02-16	Q47090559
Demopolis	+E	2.5	2018-02-15	Q47090559
Euromedia	+E	2.3	2018-02-14	Q47090559
Piepoli	+E	3	2018-02-14	Q47090559
Demos	+E	3.5	2018-02-14	Q47090559
Ixè	+E	3.5	2018-02-14	Q47090559
Index	+E	2.2	2018-02-14	Q47090559
SWG	+E	2.9	2018-02-14	Q47090559
Demetra	+E	2.6	2018-02-14	Q47090559
IPR	+E	2.8	2018-02-13	Q47090559
Piepoli	+E	2.5	2018-02-13	Q47090559
Tecnè	+E	2.6	2018-02-13	Q47090559
Euromedia	+E	2	2018-02-12	Q47090559
Bidimedia	+E	1.9	2018-02-12	Q47090559
EMG	+E	2.1	2018-02-11	Q47090559
Lorien	+E	1.2	2018-02-11	Q47090559
SWG	+E	2.8	2018-02-08	Q47090559
Index	+E	1.9	2018-02-08	Q47090559
Termometro Politico	+E	2.1	2018-02-08	Q47090559
Tecnè	+E	1.6	2018-02-07	Q47090559
Ixè	+E	3	2018-02-07	Q47090559
Piepoli	+E	3	2018-02-05	Q47090559
EMG	+E	1.9	2018-02-04	Q47090559
Bidimedia	+E	1.6	2018-02-02	Q47090559
Termometro Politico	+E	1.9	2018-02-02	Q47090559
Euromedia	+E	1.6	2018-02-01	Q47090559
Index	+E	1.6	2018-02-01	Q47090559
Piepoli	+E	2.5	2018-02-01	Q47090559
EMG	+E	1.6	2018-02-01	Q47090559
Ixè	+E	2.6	2018-02-01	Q47090559
SWG	+E	2	2018-01-31	Q47090559
Tecnè	+E	1.6	2018-01-29	Q47090559
EMG	+E	1.6	2018-01-28	Q47090559
Euromedia	+E	1.5	2018-01-25	Q47090559
Index	+E	1.3	2018-01-25	Q47090559
Piepoli	+E	2.5	2018-01-25	Q47090559
Ixè	+E	2	2018-01-25	Q47090559
SWG	+E	1.5	2018-01-24	Q47090559
Tecnè	+E	1.7	2018-01-23	Q47090559
Lorien	+E	1.1	2018-01-22	Q47090559
IPR	+E	2	2018-01-22	Q47090559
Tecnè	+E	1.8	2018-01-22	Q47090559
EMG	+E	1.4	2018-01-21	Q47090559
Ixè	+E	1.9	2018-01-19	Q47090559
Index	+E	1.4	2018-01-17	Q47090559
SWG	+E	1.2	2018-01-17	Q47090559
Piepoli	+E	1.5	2018-01-15	Q47090559
Euromedia	+E	1.8	2018-01-15	Q47090559
EMG	+E	1.4	2018-01-14	Q47090559
Ipsos	+E	1.2	2018-01-11	Q47090559
EMG	+E	1.3	2018-01-11	Q47090559
Ixè	+E	1.7	2018-01-10	Q47090559
Index	+E	1.5	2018-01-10	Q47090559
SWG	+E	1.3	2018-01-10	Q47090559
IPR	+E	2.5	2018-01-09	Q47090559
Bidimedia	+E	1.3	2018-01-09	Q47090559
EMG	+E	1.4	2018-01-07	Q47090559
Gpf	NcI	0.2	2018-12-30	Q46997473
Ipsos	NcI	0.8	2018-12-21	Q46997473
Ixè	NcI	0.4	2018-12-21	Q46997473
Bidimedia	NcI	0.7	2018-12-21	Q46997473
Lorien	NcI	0.8	2018-12-20	Q46997473
EMG	NcI	0.9	2018-12-18	Q46997473
Gpf	NcI	0.2	2018-12-12	Q46997473
EMG	NcI	0.9	2018-12-11	Q46997473
Piepoli	NcI	0.5	2018-12-10	Q46997473
Euromedia	NcI	0.4	2018-12-10	Q46997473
EMG	NcI	0.8	2018-12-04	Q46997473
EMG	NcI	1.1	2018-11-27	Q46997473
Noto	NcI	0.4	2018-11-27	Q46997473
Scenari Politici – Winpoll	NcI	1.1	2018-11-24	Q46997473
Lorien	NcI	0.5	2018-11-23	Q46997473
Ipsos	NcI	0.6	2018-11-22	Q46997473
Bidimedia	NcI	0.8	2018-11-22	Q46997473
EMG	NcI	1	2018-11-20	Q46997473
Noto	NcI	0.4	2018-11-20	Q46997473
EMG	NcI	0.8	2018-11-13	Q46997473
Noto	NcI	0.5	2018-11-13	Q46997473
Piepoli	NcI	0.5	2018-11-12	Q46997473
Euromedia	NcI	0.3	2018-11-12	Q46997473
Scenari Politici – Winpoll	NcI	0.9	2018-11-12	Q46997473
Ixè	NcI	0.5	2018-11-09	Q46997473
Noto	NcI	0.5	2018-11-06	Q46997473
Ipsos	NcI	0.4	2018-10-31	Q46997473
Scenari Politici – Winpoll	NcI	1.6	2018-10-27	Q46997473
Ixè	NcI	0.7	2018-10-26	Q46997473
Bidimedia	NcI	0.7	2018-10-26	Q46997473
Noto	NcI	0.5	2018-10-23	Q46997473
EMG	NcI	0.8	2018-10-21	Q46997473
Euromedia	NcI	0.4	2018-10-17	Q46997473
Piepoli	NcI	0.5	2018-10-17	Q46997473
Noto	NcI	0.4	2018-10-16	Q46997473
Scenari Politici – Winpoll	NcI	1.4	2018-10-13	Q46997473
Ixè	NcI	0.4	2018-10-12	Q46997473
Noto	NcI	0.4	2018-10-09	Q46997473
EMG	NcI	0.6	2018-10-07	Q46997473
Ipsos	NcI	0.6	2018-10-04	Q46997473
Piepoli	NcI	0.5	2018-10-01	Q46997473
Euromedia	NcI	0.4	2018-10-01	Q46997473
Gpf	NcI	0.2	2018-10-01	Q46997473
Ipsos	NcI	0.3	2018-09-28	Q46997473
Bidimedia	NcI	0.8	2018-09-28	Q46997473
Noto	NcI	0.5	2018-09-25	Q46997473
Tecnè	NcI	0.4	2018-09-23	Q46997473
Gpf	NcI	0.2	2018-09-23	Q46997473
EMG	NcI	0.7	2018-09-23	Q46997473
Scenari Politici – Winpoll	NcI	0.8	2018-09-22	Q46997473
Ixè	NcI	0.3	2018-09-21	Q46997473
Ipsos	NcI	0.4	2018-09-20	Q46997473
Noto	NcI	0.4	2018-09-18	Q46997473
Piepoli	NcI	0.5	2018-09-17	Q46997473
Euromedia	NcI	0.4	2018-09-17	Q46997473
Gpf	NcI	0.3	2018-09-17	Q46997473
Noto	NcI	0.5	2018-09-11	Q46997473
Piepoli	NcI	0.5	2018-09-10	Q46997473
Euromedia	NcI	0.4	2018-09-10	Q46997473
EMG	NcI	1	2018-09-09	Q46997473
Scenari Politici – Winpoll	NcI	0.5	2018-09-07	Q46997473
Noto	NcI	0.5	2018-09-06	Q46997473
Ipsos	NcI	0.2	2018-09-06	Q46997473
Bidimedia	NcI	1	2018-09-02	Q46997473
Lorien	NcI	0.3	2018-08-27	Q46997473
Ixè	NcI	0.2	2018-07-23	Q46997473
Ipsos	NcI	0.2	2018-07-18	Q46997473
Lorien	NcI	0.6	2018-07-17	Q46997473
Bidimedia	NcI	1	2018-07-13	Q46997473
Termometro Politico	NcI	1.4	2018-07-13	Q46997473
Piepoli	NcI	0.5	2018-07-09	Q46997473
EMG	NcI	0.9	2018-07-08	Q46997473
Quorum	NcI	0.9	2018-07-02	Q46997473
Ipsos	NcI	0.4	2018-06-27	Q46997473
Piepoli	NcI	0.5	2018-06-25	Q46997473
EMG	NcI	1.2	2018-06-24	Q46997473
Bidimedia	NcI	0.9	2018-06-24	Q46997473
Lorien	NcI	0.1	2018-06-20	Q46997473
Euromedia	NcI	0.3	2018-06-20	Q46997473
Noto	NcI	0.5	2018-06-19	Q46997473
Piepoli	NcI	0.5	2018-06-19	Q46997473
Ixè	NcI	0.4	2018-06-16	Q46997473
Termometro Politico	NcI	1.1	2018-06-15	Q46997473
Ipsos	NcI	0.6	2018-06-13	Q46997473
Euromedia	NcI	0.3	2018-06-13	Q46997473
Piepoli	NcI	0.5	2018-06-12	Q46997473
Index	NcI	0.3	2018-06-06	Q46997473
Piepoli	NcI	0.5	2018-06-04	Q46997473
SWG	NcI	0.6	2018-06-04	Q46997473
EMG	NcI	0.7	2018-06-03	Q46997473
Ipsos	NcI	0.5	2018-05-31	Q46997473
Index	NcI	0.3	2018-05-31	Q46997473
Termometro Politico	NcI	1	2018-05-31	Q46997473
Piepoli	NcI	0.5	2018-05-29	Q46997473
Euromedia	NcI	0.4	2018-05-29	Q46997473
Noto	NcI	0.5	2018-05-28	Q46997473
Bidimedia	NcI	1.1	2018-05-28	Q46997473
SWG	NcI	0.7	2018-05-28	Q46997473
EMG	NcI	0.6	2018-05-24	Q46997473
Index	NcI	0.5	2018-05-23	Q46997473
Noto	NcI	0.5	2018-05-22	Q46997473
SWG	NcI	0.6	2018-05-20	Q46997473
Piepoli	NcI	0.5	2018-05-17	Q46997473
Ipsos	NcI	0.6	2018-05-17	Q46997473
EMG	NcI	0.6	2018-05-17	Q46997473
Index	NcI	0.5	2018-05-16	Q46997473
Euromedia	NcI	0.5	2018-05-16	Q46997473
Noto	NcI	0.5	2018-05-15	Q46997473
SWG	NcI	0.4	2018-05-13	Q46997473
Ixè	NcI	0.5	2018-05-11	Q46997473
Piepoli	NcI	0.5	2018-05-10	Q46997473
Euromedia	NcI	0.6	2018-05-10	Q46997473
EMG	NcI	0.5	2018-05-10	Q46997473
Piepoli	NcI	0.5	2018-05-07	Q46997473
SWG	NcI	0.3	2018-05-06	Q46997473
EMG	NcI	0.8	2018-05-03	Q46997473
Ipsos	NcI	0.9	2018-05-03	Q46997473
Piepoli	NcI	1	2018-05-02	Q46997473
Index	NcI	0.5	2018-05-02	Q46997473
